IPV4_SRC_ADDR,L4_SRC_PORT,IPV4_DST_ADDR,L4_DST_PORT,PROTOCOL,L7_PROTO,IN_BYTES,IN_PKTS,OUT_BYTES,OUT_PKTS,TCP_FLAGS,CLIENT_TCP_FLAGS,SERVER_TCP_FLAGS,FLOW_DURATION_MILLISECONDS,DURATION_IN,DURATION_OUT,MIN_TTL,MAX_TTL,LONGEST_FLOW_PKT,SHORTEST_FLOW_PKT,MIN_IP_PKT_LEN,MAX_IP_PKT_LEN,SRC_TO_DST_SECOND_BYTES,DST_TO_SRC_SECOND_BYTES,RETRANSMITTED_IN_BYTES,RETRANSMITTED_IN_PKTS,RETRANSMITTED_OUT_BYTES,RETRANSMITTED_OUT_PKTS,SRC_TO_DST_AVG_THROUGHPUT,DST_TO_SRC_AVG_THROUGHPUT,NUM_PKTS_UP_TO_128_BYTES,NUM_PKTS_128_TO_256_BYTES,NUM_PKTS_256_TO_512_BYTES,NUM_PKTS_512_TO_1024_BYTES,NUM_PKTS_1024_TO_1514_BYTES,TCP_WIN_MAX_IN,TCP_WIN_MAX_OUT,ICMP_TYPE,ICMP_IPV4_TYPE,DNS_QUERY_ID,DNS_QUERY_TYPE,DNS_TTL_ANSWER,FTP_COMMAND_RET_CODE,Label,Attack,Dataset
192.168.1.31,48932,192.168.1.152,2811,6,0.0,44,1,40,1,22,2,20,0,0,0,0,0,44,40,40,44,44.0,40.0,0,0,0,0,352000,320000,2,0,0,0,0,1024,0,0,0,0,0,0,0.0,0,Benign,NF-ToN-IoT-v2
199.247.24.250,64532,172.31.67.42,23,6,77.0,40,1,0,0,2,2,0,0,0,0,0,0,40,40,0,40,40.0,0.0,0,0,0,0,320000,0,1,0,0,0,0,15341,0,0,0,0,0,0,0.0,0,Benign,NF-CSE-CIC-IDS2018-v2
189.68.222.195,43681,172.31.66.84,23,6,77.0,40,1,0,0,2,2,0,0,0,0,0,0,40,40,0,40,40.0,0.0,0,0,0,0,320000,0,1,0,0,0,0,14600,0,0,0,0,0,0,0.0,0,Benign,NF-CSE-CIC-IDS2018-v2
192.168.1.32,65238,192.168.1.180,22,6,92.0,88,2,48,1,22,6,18,0,0,0,64,64,48,40,40,48,88.0,48.0,0,0,0,0,704000,384000,3,0,0,0,0,4096,29200,0,0,0,0,0,0.0,0,Benign,NF-ToN-IoT-v2
172.31.65.77,64783,172.31.0.2,53,17,0.0,136,2,240,2,0,0,0,0,0,0,128,128,120,68,68,120,136.0,240.0,0,0,0,0,1088000,1920000,4,0,0,0,0,0,0,0,0,34800,1,60,0.0,0,Benign,NF-CSE-CIC-IDS2018-v2
213.202.230.232,12085,172.31.66.15,3389,6,0.0,1912,14,1991,10,223,219,30,0,0,0,101,101,1195,40,40,1195,1912.0,1991.0,0,0,0,0,15296000,15928000,16,6,0,1,1,8192,64000,0,0,0,0,0,0.0,0,Benign,NF-CSE-CIC-IDS2018-v2
172.31.65.84,55970,172.31.0.2,53,17,0.0,70,1,86,1,0,0,0,0,0,0,0,0,86,70,70,86,70.0,86.0,0,0,0,0,560000,688000,2,0,0,0,0,0,0,0,0,47026,1,20,0.0,0,Benign,NF-CSE-CIC-IDS2018-v2
172.31.69.24,47558,172.31.69.13,5280,6,0.0,44,1,0,0,2,2,0,0,0,0,0,0,44,44,0,44,44.0,0.0,0,0,0,0,352000,0,1,0,0,0,0,1024,0,0,0,0,0,0,0.0,0,Benign,NF-CSE-CIC-IDS2018-v2
172.31.66.95,60811,172.31.0.2,53,17,0.0,70,1,131,1,0,0,0,0,0,0,0,0,131,70,70,131,70.0,131.0,0,0,0,0,560000,1048000,1,1,0,0,0,0,0,0,0,41953,28,3,0.0,0,Benign,NF-CSE-CIC-IDS2018-v2
172.31.66.99,51522,169.254.169.254,80,6,7.0,373,5,700,5,27,27,27,0,0,0,128,128,528,40,40,528,373.0,700.0,0,0,0,0,2984000,5600000,8,1,0,1,0,8192,17922,0,0,0,0,0,0.0,0,Benign,NF-CSE-CIC-IDS2018-v2
172.31.64.32,49593,23.46.61.41,443,6,0.0,1003,11,6281,10,31,31,27,0,0,0,128,128,1500,40,40,1500,1003.0,6281.0,0,0,0,0,8024000,50248000,13,3,1,0,4,8192,29200,0,0,0,0,0,0.0,0,Benign,NF-CSE-CIC-IDS2018-v2
192.168.1.34,59540,192.168.1.180,9575,6,0.0,44,1,0,0,2,2,0,0,0,0,0,0,44,44,0,44,44.0,0.0,0,0,0,0,352000,0,1,0,0,0,0,1024,0,0,0,0,0,0,0.0,0,Benign,NF-ToN-IoT-v2
192.168.1.31,44436,192.168.1.49,8500,6,0.0,44,1,0,0,2,2,0,0,0,0,0,0,44,44,0,44,44.0,0.0,0,0,0,0,352000,0,1,0,0,0,0,1024,0,0,0,0,0,0,0.0,0,Benign,NF-ToN-IoT-v2
172.31.65.16,50092,172.31.0.2,53,17,0.0,58,1,160,1,0,0,0,0,0,0,0,0,160,58,58,160,58.0,160.0,0,0,0,0,464000,1280000,1,1,0,0,0,0,0,0,0,32223,1,58,0.0,0,Benign,NF-CSE-CIC-IDS2018-v2
172.31.65.58,61095,172.31.0.2,53,17,0.0,60,1,182,1,0,0,0,0,0,0,0,0,182,60,60,182,60.0,182.0,0,0,0,0,480000,1456000,1,1,0,0,0,0,0,0,0,43181,1,13,0.0,0,Benign,NF-CSE-CIC-IDS2018-v2
172.31.64.11,58793,172.31.0.2,53,17,5.126,60,1,156,1,0,0,0,0,0,0,0,0,156,60,60,156,60.0,156.0,0,0,0,0,480000,1248000,1,1,0,0,0,0,0,0,0,6598,1,59,0.0,0,Benign,NF-CSE-CIC-IDS2018-v2
172.31.67.6,60941,172.31.0.2,53,17,0.0,55,1,119,1,0,0,0,0,0,0,0,0,119,55,55,119,55.0,119.0,0,0,0,0,440000,952000,2,0,0,0,0,0,0,0,0,1457,1,60,0.0,0,Benign,NF-CSE-CIC-IDS2018-v2
172.31.64.126,59157,172.31.0.2,53,17,0.0,74,1,90,1,0,0,0,0,0,0,0,0,90,74,74,90,74.0,90.0,0,0,0,0,592000,720000,2,0,0,0,0,0,0,0,0,48268,1,21,0.0,0,Benign,NF-CSE-CIC-IDS2018-v2
183.82.23.155,13538,172.31.67.78,445,6,41.0,132,3,132,3,23,19,22,0,0,0,98,98,52,40,40,52,132.0,132.0,0,0,0,0,1056000,1056000,6,0,0,0,0,16425,8192,0,0,0,0,0,0.0,0,Benign,NF-CSE-CIC-IDS2018-v2
172.31.67.124,62890,172.31.0.2,53,17,0.0,77,1,138,1,0,0,0,0,0,0,0,0,138,77,77,138,77.0,138.0,0,0,0,0,616000,1104000,1,1,0,0,0,0,0,0,0,23288,1,41,0.0,0,Benign,NF-CSE-CIC-IDS2018-v2
59.166.0.2,59715,149.171.126.1,5190,6,0.0,1920,22,4312,24,27,27,27,0,0,0,31,32,1097,52,52,1097,1920.0,4312.0,644,5,1788,5,15360000,34496000,40,0,4,0,2,13032,13032,33792,132,0,0,0,0.0,0,Benign,NF-UNSW-NB15-v2
59.166.0.8,35988,149.171.126.7,21,6,1.0,701,13,1054,15,24,24,24,0,0,0,31,32,106,52,52,106,1148.0,1296.0,190,3,266,3,6480000,6864000,39,0,0,0,0,11584,11584,48640,190,0,0,0,125.0,0,Benign,NF-UNSW-NB15-v2
192.168.1.34,42460,192.168.1.195,8651,6,0.0,44,1,0,0,2,2,0,0,0,0,0,0,44,44,0,44,44.0,0.0,0,0,0,0,352000,0,1,0,0,0,0,1024,0,0,0,0,0,0,0.0,0,Benign,NF-ToN-IoT-v2
139.60.161.214,57502,172.31.65.24,3389,6,0.0,2016,13,2139,10,223,219,94,0,0,0,102,102,1215,40,40,1215,2016.0,2139.0,0,0,0,0,16128000,17112000,15,5,1,1,1,8192,64000,0,0,0,0,0,0.0,0,Benign,NF-CSE-CIC-IDS2018-v2
192.168.1.30,51036,192.168.1.194,6059,6,0.0,44,1,40,1,22,2,20,0,0,0,0,0,44,40,40,44,44.0,40.0,0,0,0,0,352000,320000,2,0,0,0,0,1024,0,0,0,0,0,0,0.0,0,Benign,NF-ToN-IoT-v2
192.168.1.31,46756,192.168.1.79,8001,6,7.0,675,7,390,5,31,30,27,0,0,0,64,64,367,40,40,367,675.0,390.0,0,0,0,0,5400000,3120000,10,1,1,0,0,29200,28960,0,0,0,0,0,0.0,0,Benign,NF-ToN-IoT-v2
213.202.230.226,57696,172.31.64.68,3389,6,0.0,1917,13,764,9,223,219,94,0,0,0,100,100,722,40,40,722,1917.0,764.0,0,0,0,0,15336000,6112000,18,1,2,1,0,8192,64000,0,0,0,0,0,0.0,0,Benign,NF-CSE-CIC-IDS2018-v2
192.168.1.1,62392,192.168.1.195,63498,17,0.0,629,2,0,0,0,0,0,0,0,0,64,64,319,310,0,319,629.0,0.0,0,0,0,0,5032000,0,0,0,2,0,0,0,0,0,0,0,0,0,0.0,0,Benign,NF-ToN-IoT-v2
192.168.1.34,58675,192.168.1.190,1999,6,0.0,44,1,40,1,22,2,20,0,0,0,0,0,44,40,40,44,44.0,40.0,0,0,0,0,352000,320000,2,0,0,0,0,1024,0,0,0,0,0,0,0.0,0,Benign,NF-ToN-IoT-v2
172.31.65.76,63171,172.31.0.2,53,17,0.0,71,1,103,1,0,0,0,0,0,0,0,0,103,71,71,103,71.0,103.0,0,0,0,0,568000,824000,2,0,0,0,0,0,0,0,0,1856,1,2,0.0,0,Benign,NF-CSE-CIC-IDS2018-v2
172.31.66.82,52258,23.36.32.85,443,6,0.0,39541,122,99250,133,31,31,27,4294952,15,15,128,128,1500,40,40,1500,39541.0,99250.0,451,11,0,0,19768000,49624000,67,1,74,63,50,8192,29200,49920,195,0,0,0,0.0,0,Benign,NF-CSE-CIC-IDS2018-v2
172.31.64.63,64955,172.31.0.2,53,17,0.0,61,1,122,1,0,0,0,0,0,0,0,0,122,61,61,122,61.0,122.0,0,0,0,0,488000,976000,2,0,0,0,0,0,0,0,0,50420,28,60,0.0,0,Benign,NF-CSE-CIC-IDS2018-v2
172.31.66.83,60036,172.31.0.2,53,17,0.0,82,1,163,1,0,0,0,0,0,0,0,0,163,82,82,163,82.0,163.0,0,0,0,0,656000,1304000,1,1,0,0,0,0,0,0,0,47356,28,60,0.0,0,Benign,NF-CSE-CIC-IDS2018-v2
172.31.64.100,64944,172.31.0.2,53,17,0.0,76,1,137,1,0,0,0,0,0,0,0,0,137,76,76,137,76.0,137.0,0,0,0,0,608000,1096000,1,1,0,0,0,0,0,0,0,30444,28,13,0.0,0,Benign,NF-CSE-CIC-IDS2018-v2
192.168.1.31,57123,192.168.1.49,4111,6,0.0,44,1,0,0,2,2,0,0,0,0,0,0,44,44,0,44,44.0,0.0,0,0,0,0,352000,0,1,0,0,0,0,1024,0,0,0,0,0,0,0.0,0,Benign,NF-ToN-IoT-v2
5.188.11.188,54193,172.31.67.64,3272,6,0.0,40,1,0,0,2,2,0,0,0,0,0,0,40,40,0,40,40.0,0.0,0,0,0,0,320000,0,1,0,0,0,0,1024,0,0,0,0,0,0,0.0,0,Benign,NF-CSE-CIC-IDS2018-v2
36.76.123.33,50533,172.31.65.68,445,6,41.0,132,3,132,3,23,19,22,0,0,0,98,98,52,40,40,52,132.0,132.0,0,0,0,0,1056000,1056000,6,0,0,0,0,16698,8192,0,0,0,0,0,0.0,0,Benign,NF-CSE-CIC-IDS2018-v2
82.138.49.201,42095,172.31.69.13,445,6,0.0,585,5,344,4,30,26,30,0,0,0,100,100,180,40,40,180,585.0,344.0,0,0,0,0,4680000,2752000,5,4,0,0,0,8192,8192,0,0,0,0,0,0.0,0,Benign,NF-CSE-CIC-IDS2018-v2
59.166.0.5,18824,149.171.126.2,14665,6,0.0,4342,74,62840,74,27,27,27,0,0,0,31,32,1352,52,52,1352,4342.0,62840.0,555,6,31000,29,34736000,502720000,98,2,0,6,42,47784,14480,11008,43,0,0,0,0.0,0,Benign,NF-UNSW-NB15-v2
192.168.1.31,45892,192.168.1.190,765,6,0.0,44,1,40,1,22,2,20,0,0,0,0,0,44,40,40,44,44.0,40.0,0,0,0,0,352000,320000,2,0,0,0,0,1024,0,0,0,0,0,0,0.0,0,Benign,NF-ToN-IoT-v2
181.215.195.227,59597,172.31.65.93,445,6,0.0,545,4,384,5,30,26,30,0,0,0,107,107,180,40,40,180,545.0,384.0,0,0,0,0,4360000,3072000,5,4,0,0,0,8192,8192,0,0,0,0,0,0.0,0,Benign,NF-CSE-CIC-IDS2018-v2
192.168.1.30,57633,192.168.1.180,222,6,0.0,44,1,0,0,2,2,0,0,0,0,0,0,44,44,0,44,44.0,0.0,0,0,0,0,352000,0,1,0,0,0,0,1024,0,0,0,0,0,0,0.0,0,Benign,NF-ToN-IoT-v2
213.202.230.226,31822,172.31.67.31,3389,6,0.0,1957,14,844,11,223,219,94,4294952,0,15,100,100,722,40,40,722,1957.0,844.0,0,0,0,0,15656000,416000,21,1,2,1,0,8192,64000,0,0,0,0,0,0.0,0,Benign,NF-CSE-CIC-IDS2018-v2
192.168.1.190,0,202.12.27.33,0,1,0.0,705,2,0,0,0,0,0,0,0,0,64,64,548,157,0,548,705.0,0.0,0,0,0,0,5640000,0,0,1,0,1,0,0,0,771,3,0,0,0,0.0,0,Benign,NF-ToN-IoT-v2
172.31.68.21,65272,172.31.0.2,53,17,0.0,59,1,122,1,0,0,0,0,0,0,0,0,122,59,59,122,59.0,122.0,0,0,0,0,472000,976000,2,0,0,0,0,0,0,0,0,6636,28,60,0.0,0,Benign,NF-CSE-CIC-IDS2018-v2
59.166.0.3,33746,149.171.126.5,32401,17,0.0,528,4,304,4,0,0,0,0,0,0,31,32,148,52,52,148,528.0,304.0,0,0,0,0,4224000,2432000,6,2,0,0,0,0,0,0,0,0,0,0,0.0,0,Benign,NF-UNSW-NB15-v2
172.31.66.34,59146,172.31.0.2,53,17,5.126,73,1,126,1,0,0,0,0,0,0,0,0,126,73,73,126,73.0,126.0,0,0,0,0,584000,1008000,2,0,0,0,0,0,0,0,0,61999,1,60,0.0,0,Benign,NF-CSE-CIC-IDS2018-v2
172.31.65.51,57194,169.254.169.254,80,6,7.0,373,5,700,5,219,219,91,0,0,0,128,128,528,40,40,528,373.0,700.0,0,0,0,0,2984000,5600000,8,1,0,1,0,8192,17922,0,0,0,0,0,0.0,0,Benign,NF-CSE-CIC-IDS2018-v2
172.31.67.21,58892,172.31.0.2,53,17,0.0,65,1,81,1,0,0,0,0,0,0,128,128,81,65,65,81,130.0,81.0,0,0,0,0,1040000,648000,3,0,0,0,0,0,0,0,0,21561,1,60,0.0,0,Benign,NF-CSE-CIC-IDS2018-v2
59.166.0.7,30080,149.171.126.1,58784,17,0.0,544,4,304,4,0,0,0,0,0,0,31,32,156,52,52,156,544.0,304.0,0,0,0,0,4352000,2432000,6,2,0,0,0,0,0,0,0,0,0,0,0.0,0,Benign,NF-UNSW-NB15-v2
185.222.56.82,3339,172.31.66.20,3389,6,0.0,1480,8,1993,10,30,30,26,0,0,0,112,112,1213,40,40,1213,1480.0,1993.0,0,0,0,0,11840000,15944000,13,2,1,1,1,8192,64000,0,0,0,0,0,0.0,0,Benign,NF-CSE-CIC-IDS2018-v2
172.31.67.53,57023,172.31.0.2,53,17,5.126,73,1,126,1,0,0,0,0,0,0,0,0,126,73,73,126,73.0,126.0,0,0,0,0,584000,1008000,2,0,0,0,0,0,0,0,0,19205,1,60,0.0,0,Benign,NF-CSE-CIC-IDS2018-v2
192.168.1.31,64469,192.168.1.49,1132,6,0.0,44,1,0,0,2,2,0,0,0,0,0,0,44,44,0,44,44.0,0.0,0,0,0,0,352000,0,1,0,0,0,0,1024,0,0,0,0,0,0,0.0,0,Benign,NF-ToN-IoT-v2
172.31.66.28,56204,172.31.0.2,53,17,0.0,70,1,86,1,0,0,0,0,0,0,0,0,86,70,70,86,70.0,86.0,0,0,0,0,560000,688000,2,0,0,0,0,0,0,0,0,63951,1,3,0.0,0,Benign,NF-CSE-CIC-IDS2018-v2
64.255.128.138,60356,172.31.64.83,3389,6,0.0,1574,10,2265,9,222,222,90,0,0,0,105,105,1213,40,40,1213,1574.0,2265.0,956,2,392,2,12592000,18120000,13,2,2,1,1,8192,64000,48128,188,0,0,0,0.0,0,Benign,NF-CSE-CIC-IDS2018-v2
172.31.66.99,62811,172.31.0.2,53,17,0.0,75,1,91,1,0,0,0,0,0,0,0,0,91,75,75,91,75.0,91.0,0,0,0,0,600000,728000,2,0,0,0,0,0,0,0,0,32839,1,60,0.0,0,Benign,NF-CSE-CIC-IDS2018-v2
172.31.66.90,49735,31.13.65.36,443,6,91.119,8230,92,332927,263,31,31,31,4294951,16,16,128,128,1450,40,40,1450,8230.0,332927.0,0,0,975,1,3872000,156664000,101,11,10,6,227,8192,28200,0,0,0,0,0,0.0,0,Benign,NF-CSE-CIC-IDS2018-v2
190.58.160.13,51240,172.31.65.80,445,6,41.0,132,3,132,3,23,19,22,0,0,0,97,97,52,40,40,52,132.0,132.0,0,0,0,0,1056000,1056000,6,0,0,0,0,8192,8192,0,0,0,0,0,0.0,0,Benign,NF-CSE-CIC-IDS2018-v2
192.168.1.36,57632,192.168.1.194,80,6,7.0,543,4,692,3,26,26,26,0,0,0,64,64,580,52,52,580,543.0,692.0,0,0,0,0,4344000,5536000,5,0,1,1,0,29200,5792,0,0,0,0,0,0.0,0,Benign,NF-ToN-IoT-v2
192.168.1.195,61431,192.168.1.79,9197,6,7.0,400,5,3770,7,27,27,27,0,0,0,128,128,1500,40,40,1500,400.0,3770.0,0,0,0,0,3200000,30160000,8,1,0,1,2,64240,29200,0,0,0,0,0,0.0,0,Benign,NF-ToN-IoT-v2
59.166.0.1,28134,149.171.126.4,26545,17,0.0,536,4,304,4,0,0,0,0,0,0,31,32,152,52,52,152,536.0,304.0,0,0,0,0,4288000,2432000,6,2,0,0,0,0,0,0,0,0,0,0,0.0,0,Benign,NF-UNSW-NB15-v2
172.31.67.101,59380,172.31.0.2,53,17,0.0,69,1,85,1,0,0,0,0,0,0,0,0,85,69,69,85,69.0,85.0,0,0,0,0,552000,680000,2,0,0,0,0,0,0,0,0,42315,1,20,0.0,0,Benign,NF-CSE-CIC-IDS2018-v2
172.31.64.28,52083,172.31.0.2,53,17,0.0,68,1,167,1,0,0,0,0,0,0,0,0,167,68,68,167,68.0,167.0,0,0,0,0,544000,1336000,1,1,0,0,0,0,0,0,0,42621,1,39,0.0,0,Benign,NF-CSE-CIC-IDS2018-v2
192.168.1.31,54875,192.168.1.186,8087,6,0.0,44,1,0,0,2,2,0,0,0,0,0,0,44,44,0,44,44.0,0.0,0,0,0,0,352000,0,1,0,0,0,0,1024,0,0,0,0,0,0,0.0,0,Benign,NF-ToN-IoT-v2
172.31.65.41,54153,172.31.0.2,53,17,5.2120000000000015,86,1,102,1,0,0,0,0,0,0,128,128,102,86,86,102,172.0,204.0,0,0,0,0,1376000,1224000,4,0,0,0,0,0,0,0,0,21299,1,59,0.0,0,Benign,NF-CSE-CIC-IDS2018-v2
172.31.66.111,53115,172.31.0.2,53,17,0.0,130,2,320,2,0,0,0,0,0,0,128,128,160,65,65,160,130.0,320.0,0,0,0,0,1040000,2560000,2,2,0,0,0,0,0,0,0,43756,1,60,0.0,0,Benign,NF-CSE-CIC-IDS2018-v2
221.120.219.218,5537,172.31.66.90,445,6,41.0,132,3,132,3,23,19,22,0,0,0,107,107,52,40,40,52,132.0,132.0,0,0,0,0,1056000,1056000,6,0,0,0,0,16425,8192,0,0,0,0,0,0.0,0,Benign,NF-CSE-CIC-IDS2018-v2
213.202.230.226,20849,172.31.65.30,3389,6,0.0,846,8,402,8,223,223,94,0,0,0,100,100,358,40,40,358,846.0,402.0,0,0,0,0,6768000,3216000,14,1,1,0,0,8192,64000,0,0,0,0,0,0.0,0,Benign,NF-CSE-CIC-IDS2018-v2
192.168.1.31,56022,203.122.222.157,123,17,0.0,76,1,76,1,0,0,0,4294951,0,0,0,0,76,76,76,76,76.0,76.0,0,0,0,0,608000,608000,2,0,0,0,0,0,0,0,0,0,0,0,0.0,0,Benign,NF-ToN-IoT-v2
5.101.40.105,51832,172.31.67.15,3389,6,0.0,1460,8,1873,7,222,222,26,0,0,0,98,98,1213,40,40,1213,1460.0,1873.0,0,0,0,0,11680000,14984000,10,2,1,1,1,8192,64000,0,0,0,0,0,0.0,0,Benign,NF-CSE-CIC-IDS2018-v2
172.31.66.53,59180,172.31.0.2,53,17,0.0,57,1,73,1,0,0,0,0,0,0,0,0,73,57,57,73,57.0,73.0,0,0,0,0,456000,584000,2,0,0,0,0,0,0,0,0,43199,1,60,0.0,0,Benign,NF-CSE-CIC-IDS2018-v2
172.31.67.31,53641,172.31.0.2,53,17,0.0,60,1,118,1,0,0,0,0,0,0,0,0,118,60,60,118,60.0,118.0,0,0,0,0,480000,944000,2,0,0,0,0,0,0,0,0,48463,1,60,0.0,0,Benign,NF-CSE-CIC-IDS2018-v2
192.168.1.34,45342,192.168.1.184,2003,6,0.0,44,1,40,1,22,2,20,0,0,0,0,0,44,40,40,44,44.0,40.0,0,0,0,0,352000,320000,2,0,0,0,0,1024,0,0,0,0,0,0,0.0,0,Benign,NF-ToN-IoT-v2
59.166.0.4,64541,149.171.126.0,53,17,0.0,130,2,162,2,0,0,0,0,0,0,31,31,81,65,65,81,130.0,162.0,0,0,0,0,1040000,1296000,4,0,0,0,0,0,0,0,0,22968,1,60,0.0,0,Benign,NF-UNSW-NB15-v2
172.31.65.93,60957,172.31.0.2,53,17,0.0,68,1,167,1,0,0,0,0,0,0,0,0,167,68,68,167,68.0,167.0,0,0,0,0,544000,1336000,1,1,0,0,0,0,0,0,0,26062,1,4,0.0,0,Benign,NF-CSE-CIC-IDS2018-v2
175.126.185.67,38005,172.31.67.4,57384,17,0.0,48,1,0,0,0,0,0,0,0,0,0,0,48,48,0,48,48.0,0.0,0,0,0,0,384000,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0,0,Benign,NF-CSE-CIC-IDS2018-v2
172.31.64.108,50174,172.31.0.2,53,17,0.0,64,1,96,1,0,0,0,0,0,0,0,0,96,64,64,96,64.0,96.0,0,0,0,0,512000,768000,2,0,0,0,0,0,0,0,0,56059,1,8,0.0,0,Benign,NF-CSE-CIC-IDS2018-v2
172.31.66.49,51888,54.243.228.48,443,6,91.178,1192,10,4417,10,31,27,31,0,0,0,128,128,1500,40,40,1500,1192.0,4417.0,0,0,283,1,9536000,35336000,11,1,6,0,2,8192,29200,0,0,0,0,0,0.0,0,Benign,NF-CSE-CIC-IDS2018-v2
59.166.0.7,18287,149.171.126.0,80,6,7.0,1684,14,10168,18,27,27,27,0,0,0,31,32,1500,52,52,1500,1684.0,10168.0,578,2,4820,4,13472000,81344000,20,0,6,0,6,11584,8688,16896,66,0,0,0,0.0,0,Benign,NF-UNSW-NB15-v2
172.31.64.19,53263,23.218.38.23,443,6,0.0,727,9,4168,8,223,223,27,0,0,0,128,128,1500,40,40,1500,727.0,4168.0,0,0,0,0,5816000,33344000,11,2,1,1,2,8192,29200,0,0,0,0,0,0.0,0,Benign,NF-CSE-CIC-IDS2018-v2
172.31.66.121,64016,172.31.0.2,53,17,0.0,56,1,72,1,0,0,0,0,0,0,0,0,72,56,56,72,56.0,72.0,0,0,0,0,448000,576000,2,0,0,0,0,0,0,0,0,59960,1,60,0.0,0,Benign,NF-CSE-CIC-IDS2018-v2
185.222.56.82,49005,172.31.68.5,3389,6,0.0,1480,8,1873,7,30,30,26,0,0,0,112,112,1213,40,40,1213,1480.0,1873.0,0,0,0,0,11840000,14984000,10,2,1,1,1,8192,64000,0,0,0,0,0,0.0,0,Benign,NF-CSE-CIC-IDS2018-v2
172.31.64.4,59361,172.31.0.2,53,17,5.126,60,1,156,1,0,0,0,0,0,0,0,0,156,60,60,156,60.0,156.0,0,0,0,0,480000,1248000,1,1,0,0,0,0,0,0,0,54557,1,60,0.0,0,Benign,NF-CSE-CIC-IDS2018-v2
190.102.193.4,51873,172.31.67.27,445,6,0.0,707,6,528,5,30,26,30,0,0,0,99,99,187,40,40,187,707.0,528.0,0,0,0,0,5656000,4224000,6,5,0,0,0,16425,8192,0,0,0,0,0,0.0,0,Benign,NF-CSE-CIC-IDS2018-v2
192.168.1.31,62503,192.168.1.49,27356,6,0.0,44,1,40,1,22,2,20,0,0,0,0,0,44,40,40,44,44.0,40.0,0,0,0,0,352000,320000,2,0,0,0,0,1024,0,0,0,0,0,0,0.0,0,Benign,NF-ToN-IoT-v2
172.31.65.107,50047,54.69.224.218,443,6,91.178,1338,14,4526,15,219,219,27,0,0,0,128,128,1500,40,40,1500,1338.0,4526.0,205,5,0,0,10704000,36208000,23,2,1,1,2,64240,31088,52480,205,0,0,0,0.0,0,Benign,NF-CSE-CIC-IDS2018-v2
113.162.247.181,62176,172.31.66.103,3389,6,0.0,1380,8,1717,7,30,30,26,0,0,0,103,103,1189,40,40,1189,1380.0,1717.0,0,0,0,0,11040000,13736000,10,3,0,1,1,64800,64000,0,0,0,0,0,0.0,0,Benign,NF-CSE-CIC-IDS2018-v2
172.31.67.28,60835,172.31.0.2,53,17,0.0,62,1,119,1,0,0,0,0,0,0,0,0,119,62,62,119,62.0,119.0,0,0,0,0,496000,952000,2,0,0,0,0,0,0,0,0,27060,1,60,0.0,0,Benign,NF-CSE-CIC-IDS2018-v2
172.31.66.82,51241,104.20.223.36,80,6,7.22,22314,104,445772,321,27,27,27,4294952,15,15,128,128,1500,40,40,1500,22314.0,445772.0,164,4,0,0,11152000,222880000,91,5,5,32,292,8192,29200,41984,164,0,0,0,0.0,0,Benign,NF-CSE-CIC-IDS2018-v2
172.31.66.28,58252,172.31.0.2,53,17,0.0,144,2,256,2,0,0,0,0,0,0,128,128,128,72,72,128,144.0,256.0,0,0,0,0,1152000,2048000,4,0,0,0,0,0,0,0,0,51037,28,20,0.0,0,Benign,NF-CSE-CIC-IDS2018-v2
172.31.67.37,55997,172.31.0.2,53,17,5.24,75,1,203,1,0,0,0,0,0,0,0,0,203,75,75,203,75.0,203.0,0,0,0,0,600000,1624000,1,1,0,0,0,0,0,0,0,55658,1,12,0.0,0,Benign,NF-CSE-CIC-IDS2018-v2
192.168.1.31,62391,192.168.1.152,6668,6,0.0,44,1,40,1,22,2,20,0,0,0,0,0,44,40,40,44,44.0,40.0,0,0,0,0,352000,320000,2,0,0,0,0,1024,0,0,0,0,0,0,0.0,0,Benign,NF-ToN-IoT-v2
193.111.198.62,31261,172.31.65.19,3389,6,0.0,2013,14,2183,11,223,219,94,0,0,0,100,100,1219,40,40,1219,2013.0,2183.0,0,0,0,0,16104000,17464000,17,5,1,1,1,8192,64000,0,0,0,0,0,0.0,0,Benign,NF-CSE-CIC-IDS2018-v2
172.31.66.63,63340,172.31.0.2,53,17,0.0,61,1,149,1,0,0,0,0,0,0,0,0,149,61,61,149,61.0,149.0,0,0,0,0,488000,1192000,1,1,0,0,0,0,0,0,0,43134,1,60,0.0,0,Benign,NF-CSE-CIC-IDS2018-v2
145.239.183.169,60286,172.31.67.14,3389,6,0.0,1464,10,1721,7,222,222,26,0,0,0,105,105,1189,40,40,1189,1464.0,1721.0,0,0,0,0,11712000,13768000,12,3,0,1,1,8192,64000,0,0,0,0,0,0.0,0,Benign,NF-CSE-CIC-IDS2018-v2
172.31.65.93,50262,172.31.0.2,53,17,0.0,56,1,104,1,0,0,0,0,0,0,128,128,104,56,56,104,112.0,208.0,0,0,0,0,896000,1248000,4,0,0,0,0,0,0,0,0,63204,1,59,0.0,0,Benign,NF-CSE-CIC-IDS2018-v2
172.31.64.123,51267,216.58.211.162,443,6,91.126,2082,21,5614,19,219,219,27,0,0,0,128,128,1470,40,40,1470,2082.0,5614.0,0,0,0,0,16656000,44912000,30,4,1,2,3,8192,42780,0,0,0,0,0,0.0,0,Benign,NF-CSE-CIC-IDS2018-v2
