IPV4_SRC_ADDR,L4_SRC_PORT,IPV4_DST_ADDR,L4_DST_PORT,PROTOCOL,L7_PROTO,IN_BYTES,IN_PKTS,OUT_BYTES,OUT_PKTS,TCP_FLAGS,CLIENT_TCP_FLAGS,SERVER_TCP_FLAGS,FLOW_DURATION_MILLISECONDS,DURATION_IN,DURATION_OUT,MIN_TTL,MAX_TTL,LONGEST_FLOW_PKT,SHORTEST_FLOW_PKT,MIN_IP_PKT_LEN,MAX_IP_PKT_LEN,SRC_TO_DST_SECOND_BYTES,DST_TO_SRC_SECOND_BYTES,RETRANSMITTED_IN_BYTES,RETRANSMITTED_IN_PKTS,RETRANSMITTED_OUT_BYTES,RETRANSMITTED_OUT_PKTS,SRC_TO_DST_AVG_THROUGHPUT,DST_TO_SRC_AVG_THROUGHPUT,NUM_PKTS_UP_TO_128_BYTES,NUM_PKTS_128_TO_256_BYTES,NUM_PKTS_256_TO_512_BYTES,NUM_PKTS_512_TO_1024_BYTES,NUM_PKTS_1024_TO_1514_BYTES,TCP_WIN_MAX_IN,TCP_WIN_MAX_OUT,ICMP_TYPE,ICMP_IPV4_TYPE,DNS_QUERY_ID,DNS_QUERY_TYPE,DNS_TTL_ANSWER,FTP_COMMAND_RET_CODE,Label,Attack,Dataset
18.221.219.4,47792,172.31.69.25,21,6,1.0,840,14,560,14,22,2,20,4294717,250,250,63,63,60,40,40,60,840.0,560.0,0,0,0,0,24000,16000,28,0,0,0,0,26883,0,0,0,0,0,0,0.0,1,Brute Force,NF-CSE-CIC-IDS2018-v2
18.221.219.4,56188,172.31.69.25,21,6,1.0,840,14,560,14,22,2,20,4294748,219,219,63,63,60,40,40,60,840.0,560.0,0,0,0,0,24000,16000,28,0,0,0,0,26883,0,0,0,0,0,0,0.0,1,Brute Force,NF-CSE-CIC-IDS2018-v2
18.218.115.60,53989,172.31.69.28,80,6,7.0,503,5,1147,5,219,219,27,4294863,103,103,127,127,975,40,40,975,92411.0,521095.0,0,0,0,0,456000,2208000,8,0,1,1,0,65535,26883,0,0,0,0,0,0.0,1,Brute Force,NF-CSE-CIC-IDS2018-v2
13.58.98.64,43712,172.31.69.25,22,6,92.0,3132,23,3869,23,27,27,27,0,0,0,63,63,1028,52,52,1028,3132.0,3869.0,0,0,0,0,25056000,30952000,35,7,1,2,1,26883,26847,0,0,0,0,0,0.0,1,Brute Force,NF-CSE-CIC-IDS2018-v2
18.218.115.60,52988,172.31.69.28,80,6,7.0,480,5,1147,5,219,219,27,4294942,24,24,127,127,975,40,40,975,480.0,1147.0,0,0,0,0,152000,360000,8,0,1,1,0,65535,26883,0,0,0,0,0,0.0,1,Brute Force,NF-CSE-CIC-IDS2018-v2
13.58.98.64,54252,172.31.69.25,22,6,92.0,3236,25,3765,21,27,27,27,0,0,0,63,63,1028,52,52,1028,3236.0,3765.0,0,0,0,0,25888000,30120000,35,7,1,2,1,26883,26847,0,0,0,0,0,0.0,1,Brute Force,NF-CSE-CIC-IDS2018-v2
192.168.100.149,46052,192.168.100.3,80,17,188.0,56,2,0,0,0,0,0,4293987,980,0,64,64,28,28,0,28,2828.0,0.0,0,0,0,0,224000,0,2,0,0,0,0,0,0,0,0,0,0,0,0.0,1,DDoS,NF-BoT-IoT-v2
192.168.100.149,39414,192.168.100.3,80,17,188.0,56,2,0,0,0,0,0,4293861,1106,0,64,64,28,28,0,28,2828.0,0.0,0,0,0,0,224000,0,2,0,0,0,0,0,0,0,0,0,0,0,0.0,1,DDoS,NF-BoT-IoT-v2
192.168.100.148,21766,192.168.100.6,80,17,188.0,56,2,0,0,0,0,0,4293867,1100,0,64,64,28,28,0,28,2828.0,0.0,0,0,0,0,224000,0,2,0,0,0,0,0,0,0,0,0,0,0,0.0,1,DDoS,NF-BoT-IoT-v2
192.168.100.149,30678,192.168.100.3,80,17,188.0,56,2,0,0,0,0,0,4294560,407,0,64,64,28,28,0,28,56.0,0.0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0.0,1,DDoS,NF-BoT-IoT-v2
18.216.24.42,56143,172.31.69.25,80,17,0.0,288960,4816,0,0,0,0,0,4294654,313,0,127,127,60,60,0,60,288960.0,0.0,0,0,0,0,7360000,0,4816,0,0,0,0,0,0,0,0,0,0,0,0.0,1,DDoS,NF-CSE-CIC-IDS2018-v2
192.168.100.147,4510,192.168.100.7,80,17,188.0,56,2,0,0,0,0,0,4293654,1313,0,64,64,28,28,0,28,2828.0,0.0,0,0,0,0,224000,0,2,0,0,0,0,0,0,0,0,0,0,0,0.0,1,DDoS,NF-BoT-IoT-v2
192.168.100.148,33848,192.168.100.7,80,17,188.0,84,3,0,0,0,0,0,4293719,1248,0,64,64,28,28,0,28,282828.0,0.0,0,0,0,0,224000,0,3,0,0,0,0,0,0,0,0,0,0,0,0.0,1,DDoS,NF-BoT-IoT-v2
192.168.100.148,48561,192.168.100.7,80,17,188.0,84,3,0,0,0,0,0,4293686,1281,0,64,64,28,28,0,28,2856.0,0.0,0,0,0,0,224000,0,3,0,0,0,0,0,0,0,0,0,0,0,0.0,1,DDoS,NF-BoT-IoT-v2
192.168.100.148,19404,192.168.100.3,80,17,188.0,84,3,0,0,0,0,0,4293462,1505,0,64,64,28,28,0,28,2856.0,0.0,0,0,0,0,224000,0,3,0,0,0,0,0,0,0,0,0,0,0,0.0,1,DDoS,NF-BoT-IoT-v2
192.168.100.147,65042,192.168.100.5,80,17,188.0,56,2,0,0,0,0,0,4294514,453,0,64,64,28,28,0,28,2828.0,0.0,0,0,0,0,224000,0,2,0,0,0,0,0,0,0,0,0,0,0,0.0,1,DDoS,NF-BoT-IoT-v2
192.168.100.148,19266,192.168.100.7,80,17,188.0,84,3,0,0,0,0,0,4293733,1234,0,64,64,28,28,0,28,2856.0,0.0,0,0,0,0,224000,0,3,0,0,0,0,0,0,0,0,0,0,0,0.0,1,DDoS,NF-BoT-IoT-v2
192.168.100.147,9171,192.168.100.3,80,17,188.0,84,3,0,0,0,0,0,4293682,1285,0,64,64,28,28,0,28,2856.0,0.0,0,0,0,0,224000,0,3,0,0,0,0,0,0,0,0,0,0,0,0.0,1,DDoS,NF-BoT-IoT-v2
192.168.100.149,43052,192.168.100.5,80,17,188.0,56,2,0,0,0,0,0,4293936,1031,0,64,64,28,28,0,28,2828.0,0.0,0,0,0,0,224000,0,2,0,0,0,0,0,0,0,0,0,0,0,0.0,1,DDoS,NF-BoT-IoT-v2
192.168.100.148,31071,192.168.100.3,80,17,188.0,84,3,0,0,0,0,0,4294139,828,0,64,64,28,28,0,28,2856.0,0.0,0,0,0,0,224000,0,3,0,0,0,0,0,0,0,0,0,0,0,0.0,1,DDoS,NF-BoT-IoT-v2
192.168.100.150,42379,192.168.100.6,80,17,188.0,56,2,0,0,0,0,0,4293732,1235,0,64,64,28,28,0,28,2828.0,0.0,0,0,0,0,224000,0,2,0,0,0,0,0,0,0,0,0,0,0,0.0,1,DDoS,NF-BoT-IoT-v2
18.218.229.235,54435,172.31.69.28,80,6,7.0,536,5,1147,5,219,219,27,4294875,91,91,127,127,975,40,40,975,536.0,1147.0,0,0,0,0,40000,96000,8,0,1,1,0,65535,26883,0,0,0,0,0,0.0,1,DDoS,NF-CSE-CIC-IDS2018-v2
192.168.100.148,41483,192.168.100.3,80,17,188.0,56,2,0,0,0,0,0,4294732,235,0,64,64,28,28,0,28,56.0,0.0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0.0,1,DDoS,NF-BoT-IoT-v2
192.168.1.30,46540,192.168.1.184,443,6,0.0,1006,10,4754,16,27,26,27,4294545,390,422,64,64,1406,52,52,1406,164842.0,1124642.0,626,3,2632,8,112000,384000,13,2,10,0,1,29200,28960,29184,114,0,0,0,0.0,1,DDoS,NF-ToN-IoT-v2
192.168.100.150,50094,192.168.100.3,80,17,188.0,28,1,0,0,0,0,0,0,0,0,0,0,28,28,0,28,28.0,0.0,0,0,0,0,224000,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0,1,DDoS,NF-BoT-IoT-v2
192.168.100.150,49237,192.168.100.6,80,17,188.0,56,2,0,0,0,0,0,4293858,1109,0,64,64,28,28,0,28,2828.0,0.0,0,0,0,0,224000,0,2,0,0,0,0,0,0,0,0,0,0,0,0.0,1,DDoS,NF-BoT-IoT-v2
192.168.100.150,37229,192.168.100.6,80,17,188.0,56,2,0,0,0,0,0,4293639,1328,0,64,64,28,28,0,28,2828.0,0.0,0,0,0,0,224000,0,2,0,0,0,0,0,0,0,0,0,0,0,0.0,1,DDoS,NF-BoT-IoT-v2
192.168.100.147,9663,192.168.100.7,80,17,188.0,56,2,0,0,0,0,0,4293826,1141,0,64,64,28,28,0,28,2828.0,0.0,0,0,0,0,224000,0,2,0,0,0,0,0,0,0,0,0,0,0,0.0,1,DDoS,NF-BoT-IoT-v2
18.218.115.60,50757,172.31.69.28,80,6,7.0,524,5,1147,5,219,219,27,4294888,79,79,127,127,975,40,40,975,524.0,1147.0,0,0,0,0,48000,112000,8,0,1,1,0,65535,26883,0,0,0,0,0,0.0,1,DDoS,NF-CSE-CIC-IDS2018-v2
192.168.100.150,29294,192.168.100.3,80,17,188.0,56,2,0,0,0,0,0,4293655,1312,0,64,64,28,28,0,28,2828.0,0.0,0,0,0,0,224000,0,2,0,0,0,0,0,0,0,0,0,0,0,0.0,1,DDoS,NF-BoT-IoT-v2
192.168.100.150,46650,192.168.100.5,80,17,188.0,56,2,0,0,0,0,0,4293873,1094,0,64,64,28,28,0,28,2828.0,0.0,0,0,0,0,224000,0,2,0,0,0,0,0,0,0,0,0,0,0,0.0,1,DDoS,NF-BoT-IoT-v2
192.168.100.149,43230,192.168.100.7,80,17,188.0,56,2,0,0,0,0,0,4294467,500,0,64,64,28,28,0,28,2828.0,0.0,0,0,0,0,224000,0,2,0,0,0,0,0,0,0,0,0,0,0,0.0,1,DDoS,NF-BoT-IoT-v2
192.168.100.148,43644,192.168.100.3,80,17,188.0,56,2,0,0,0,0,0,4293812,1155,0,64,64,28,28,0,28,2828.0,0.0,0,0,0,0,224000,0,2,0,0,0,0,0,0,0,0,0,0,0,0.0,1,DDoS,NF-BoT-IoT-v2
192.168.100.149,62953,192.168.100.7,80,17,188.0,56,2,0,0,0,0,0,4293811,1156,0,64,64,28,28,0,28,2828.0,0.0,0,0,0,0,224000,0,2,0,0,0,0,0,0,0,0,0,0,0,0.0,1,DDoS,NF-BoT-IoT-v2
192.168.100.147,65409,192.168.100.6,80,17,188.0,56,2,0,0,0,0,0,4293858,1109,0,64,64,28,28,0,28,2828.0,0.0,0,0,0,0,224000,0,2,0,0,0,0,0,0,0,0,0,0,0,0.0,1,DDoS,NF-BoT-IoT-v2
192.168.100.149,39268,192.168.100.7,80,17,188.0,56,2,0,0,0,0,0,4293905,1062,0,64,64,28,28,0,28,2828.0,0.0,0,0,0,0,224000,0,2,0,0,0,0,0,0,0,0,0,0,0,0.0,1,DDoS,NF-BoT-IoT-v2
192.168.100.150,10872,192.168.100.3,80,17,188.0,56,2,0,0,0,0,0,4293826,1141,0,64,64,28,28,0,28,2828.0,0.0,0,0,0,0,224000,0,2,0,0,0,0,0,0,0,0,0,0,0,0.0,1,DDoS,NF-BoT-IoT-v2
192.168.100.148,16280,192.168.100.6,80,17,188.0,56,2,0,0,0,0,0,4293576,1391,0,64,64,28,28,0,28,2828.0,0.0,0,0,0,0,224000,0,2,0,0,0,0,0,0,0,0,0,0,0,0.0,1,DDoS,NF-BoT-IoT-v2
192.168.100.148,7876,192.168.100.3,80,17,188.0,56,2,0,0,0,0,0,4294155,812,0,64,64,28,28,0,28,56.0,0.0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0.0,1,DDoS,NF-BoT-IoT-v2
192.168.100.148,13006,192.168.100.5,80,17,188.0,84,3,0,0,0,0,0,4293827,1140,0,64,64,28,28,0,28,2856.0,0.0,0,0,0,0,224000,0,3,0,0,0,0,0,0,0,0,0,0,0,0.0,1,DDoS,NF-BoT-IoT-v2
192.168.100.150,46427,192.168.100.3,80,17,188.0,56,2,0,0,0,0,0,4293795,1172,0,64,64,28,28,0,28,2828.0,0.0,0,0,0,0,224000,0,2,0,0,0,0,0,0,0,0,0,0,0,0.0,1,DDoS,NF-BoT-IoT-v2
192.168.100.150,4027,192.168.100.7,80,17,188.0,56,2,0,0,0,0,0,4293764,1203,0,64,64,28,28,0,28,2828.0,0.0,0,0,0,0,224000,0,2,0,0,0,0,0,0,0,0,0,0,0,0.0,1,DDoS,NF-BoT-IoT-v2
192.168.100.149,23336,192.168.100.3,80,17,188.0,56,2,0,0,0,0,0,4294576,391,0,64,64,28,28,0,28,2828.0,0.0,0,0,0,0,224000,0,2,0,0,0,0,0,0,0,0,0,0,0,0.0,1,DDoS,NF-BoT-IoT-v2
18.219.9.1,58152,172.31.69.28,80,6,7.0,511,5,1147,5,219,219,27,4294870,96,96,127,127,975,40,40,975,511.0,1147.0,0,0,0,0,40000,88000,8,0,1,1,0,65535,26883,0,0,0,0,0,0.0,1,DDoS,NF-CSE-CIC-IDS2018-v2
192.168.100.147,42042,192.168.100.6,80,17,188.0,56,2,0,0,0,0,0,4294014,953,0,64,64,28,28,0,28,2828.0,0.0,0,0,0,0,224000,0,2,0,0,0,0,0,0,0,0,0,0,0,0.0,1,DDoS,NF-BoT-IoT-v2
192.168.100.147,36785,192.168.100.7,80,17,188.0,56,2,0,0,0,0,0,4293748,1219,0,64,64,28,28,0,28,2828.0,0.0,0,0,0,0,224000,0,2,0,0,0,0,0,0,0,0,0,0,0,0.0,1,DDoS,NF-BoT-IoT-v2
18.218.55.126,52021,172.31.69.28,80,6,7.0,528,5,1147,5,219,219,27,4294961,5,5,127,127,975,40,40,975,528.0,1147.0,0,0,0,0,704000,1528000,8,0,1,1,0,65535,26883,0,0,0,0,0,0.0,1,DDoS,NF-CSE-CIC-IDS2018-v2
192.168.100.147,50967,192.168.100.6,80,17,188.0,56,2,0,0,0,0,0,4294327,640,0,64,64,28,28,0,28,56.0,0.0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0.0,1,DDoS,NF-BoT-IoT-v2
192.168.100.150,4595,192.168.100.3,80,17,188.0,84,3,0,0,0,0,0,4293967,1000,0,64,64,28,28,0,28,2856.0,0.0,0,0,0,0,224000,0,3,0,0,0,0,0,0,0,0,0,0,0,0.0,1,DDoS,NF-BoT-IoT-v2
192.168.1.30,54392,192.168.1.184,80,6,7.0,525,6,323,4,27,27,27,0,0,0,64,64,257,52,52,257,525.0,323.0,0,0,0,0,4200000,2584000,8,1,1,0,0,29200,28960,0,0,0,0,0,0.0,1,DDoS,NF-ToN-IoT-v2
192.168.100.147,54665,192.168.100.3,80,17,188.0,84,3,0,0,0,0,0,4293561,1406,0,64,64,28,28,0,28,282828.0,0.0,0,0,0,0,224000,0,3,0,0,0,0,0,0,0,0,0,0,0,0.0,1,DDoS,NF-BoT-IoT-v2
192.168.100.150,21508,192.168.100.6,80,17,188.0,56,2,0,0,0,0,0,4293624,1343,0,64,64,28,28,0,28,2828.0,0.0,0,0,0,0,224000,0,2,0,0,0,0,0,0,0,0,0,0,0,0.0,1,DDoS,NF-BoT-IoT-v2
192.168.100.149,24631,192.168.100.3,80,17,188.0,56,2,0,0,0,0,0,4294577,390,0,64,64,28,28,0,28,56.0,0.0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0.0,1,DDoS,NF-BoT-IoT-v2
18.218.11.51,60356,172.31.69.28,80,6,7.0,503,5,1147,5,219,219,27,4294964,2,2,127,127,975,40,40,975,503.0,1147.0,0,0,0,0,1336000,3056000,8,0,1,1,0,65535,26883,0,0,0,0,0,0.0,1,DDoS,NF-CSE-CIC-IDS2018-v2
192.168.100.149,3574,192.168.100.3,80,17,188.0,112,4,0,0,0,0,0,4293660,1307,0,64,64,28,28,0,28,285628.0,0.0,0,0,0,0,224000,0,4,0,0,0,0,0,0,0,0,0,0,0,0.0,1,DDoS,NF-BoT-IoT-v2
192.168.100.149,42807,192.168.100.6,80,17,188.0,56,2,0,0,0,0,0,4293561,1406,0,64,64,28,28,0,28,2828.0,0.0,0,0,0,0,224000,0,2,0,0,0,0,0,0,0,0,0,0,0,0.0,1,DDoS,NF-BoT-IoT-v2
192.168.100.149,20972,192.168.100.6,80,17,188.0,56,2,0,0,0,0,0,4293619,1348,0,64,64,28,28,0,28,2828.0,0.0,0,0,0,0,224000,0,2,0,0,0,0,0,0,0,0,0,0,0,0.0,1,DDoS,NF-BoT-IoT-v2
192.168.100.147,6296,192.168.100.3,80,17,188.0,84,3,0,0,0,0,0,4293974,993,0,64,64,28,28,0,28,5628.0,0.0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0.0,1,DDoS,NF-BoT-IoT-v2
192.168.100.148,5596,192.168.100.5,80,17,188.0,56,2,0,0,0,0,0,4293701,1266,0,64,64,28,28,0,28,2828.0,0.0,0,0,0,0,224000,0,2,0,0,0,0,0,0,0,0,0,0,0,0.0,1,DDoS,NF-BoT-IoT-v2
192.168.100.147,33101,192.168.100.3,80,17,188.0,56,2,0,0,0,0,0,4294685,282,0,64,64,28,28,0,28,56.0,0.0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0.0,1,DDoS,NF-BoT-IoT-v2
192.168.100.147,48734,192.168.100.3,80,17,188.0,56,2,0,0,0,0,0,4294170,797,0,64,64,28,28,0,28,56.0,0.0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0.0,1,DDoS,NF-BoT-IoT-v2
192.168.100.149,3911,192.168.100.5,80,17,188.0,56,2,0,0,0,0,0,4293920,1047,0,64,64,28,28,0,28,2828.0,0.0,0,0,0,0,224000,0,2,0,0,0,0,0,0,0,0,0,0,0,0.0,1,DDoS,NF-BoT-IoT-v2
192.168.100.150,56444,192.168.100.7,80,17,188.0,56,2,0,0,0,0,0,4293998,969,0,64,64,28,28,0,28,2828.0,0.0,0,0,0,0,224000,0,2,0,0,0,0,0,0,0,0,0,0,0,0.0,1,DDoS,NF-BoT-IoT-v2
192.168.100.150,13125,192.168.100.5,80,17,188.0,56,2,0,0,0,0,0,4294061,906,0,64,64,28,28,0,28,2828.0,0.0,0,0,0,0,224000,0,2,0,0,0,0,0,0,0,0,0,0,0,0.0,1,DDoS,NF-BoT-IoT-v2
192.168.100.147,48123,192.168.100.5,80,17,188.0,56,2,0,0,0,0,0,4294436,531,0,64,64,28,28,0,28,56.0,0.0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0.0,1,DDoS,NF-BoT-IoT-v2
192.168.100.147,56387,192.168.100.3,80,17,188.0,56,2,0,0,0,0,0,4293903,1064,0,64,64,28,28,0,28,2828.0,0.0,0,0,0,0,224000,0,2,0,0,0,0,0,0,0,0,0,0,0,0.0,1,DDoS,NF-BoT-IoT-v2
192.168.100.147,58912,192.168.100.3,80,17,188.0,56,2,0,0,0,0,0,4294108,859,0,64,64,28,28,0,28,56.0,0.0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0.0,1,DDoS,NF-BoT-IoT-v2
192.168.100.150,16503,192.168.100.7,80,17,188.0,56,2,0,0,0,0,0,4293607,1360,0,64,64,28,28,0,28,2828.0,0.0,0,0,0,0,224000,0,2,0,0,0,0,0,0,0,0,0,0,0,0.0,1,DDoS,NF-BoT-IoT-v2
192.168.100.149,13438,192.168.100.3,80,17,188.0,56,2,0,0,0,0,0,4294321,646,0,64,64,28,28,0,28,2828.0,0.0,0,0,0,0,224000,0,2,0,0,0,0,0,0,0,0,0,0,0,0.0,1,DDoS,NF-BoT-IoT-v2
192.168.100.148,35156,192.168.100.5,80,17,188.0,84,3,0,0,0,0,0,4293561,1406,0,64,64,28,28,0,28,282828.0,0.0,0,0,0,0,224000,0,3,0,0,0,0,0,0,0,0,0,0,0,0.0,1,DDoS,NF-BoT-IoT-v2
192.168.1.31,54702,192.168.1.194,80,6,7.0,268,5,240,4,18,18,18,4294920,47,47,64,64,60,52,52,60,268.0,240.0,0,0,0,0,40000,40000,9,0,0,0,0,29200,5792,0,0,0,0,0,0.0,1,DDoS,NF-ToN-IoT-v2
18.218.55.126,62757,172.31.69.28,80,6,7.0,551,5,1147,5,219,219,27,4294963,4,4,127,127,975,40,40,975,551.0,1147.0,0,0,0,0,880000,1832000,8,0,1,1,0,65535,26883,0,0,0,0,0,0.0,1,DDoS,NF-CSE-CIC-IDS2018-v2
192.168.100.148,3379,192.168.100.5,80,17,188.0,56,2,0,0,0,0,0,4294592,375,0,64,64,28,28,0,28,2828.0,0.0,0,0,0,0,224000,0,2,0,0,0,0,0,0,0,0,0,0,0,0.0,1,DDoS,NF-BoT-IoT-v2
192.168.100.147,59141,192.168.100.3,80,17,188.0,56,2,0,0,0,0,0,4293874,1093,0,64,64,28,28,0,28,2828.0,0.0,0,0,0,0,224000,0,2,0,0,0,0,0,0,0,0,0,0,0,0.0,1,DDoS,NF-BoT-IoT-v2
192.168.100.148,50553,192.168.100.3,80,17,188.0,56,2,0,0,0,0,0,4294592,375,0,64,64,28,28,0,28,56.0,0.0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0.0,1,DDoS,NF-BoT-IoT-v2
192.168.100.147,27272,192.168.100.5,80,17,188.0,56,2,0,0,0,0,0,4294076,891,0,64,64,28,28,0,28,2828.0,0.0,0,0,0,0,224000,0,2,0,0,0,0,0,0,0,0,0,0,0,0.0,1,DDoS,NF-BoT-IoT-v2
192.168.100.147,65485,192.168.100.5,80,17,188.0,56,2,0,0,0,0,0,4294045,922,0,64,64,28,28,0,28,2828.0,0.0,0,0,0,0,224000,0,2,0,0,0,0,0,0,0,0,0,0,0,0.0,1,DDoS,NF-BoT-IoT-v2
192.168.100.148,58235,192.168.100.7,80,17,188.0,84,3,0,0,0,0,0,4293874,1093,0,64,64,28,28,0,28,2856.0,0.0,0,0,0,0,224000,0,3,0,0,0,0,0,0,0,0,0,0,0,0.0,1,DDoS,NF-BoT-IoT-v2
192.168.100.148,46743,192.168.100.3,80,17,188.0,56,2,0,0,0,0,0,4293639,1328,0,64,64,28,28,0,28,2828.0,0.0,0,0,0,0,224000,0,2,0,0,0,0,0,0,0,0,0,0,0,0.0,1,DDoS,NF-BoT-IoT-v2
192.168.100.147,32316,192.168.100.5,80,17,188.0,56,2,0,0,0,0,0,4294120,847,0,64,64,28,28,0,28,2828.0,0.0,0,0,0,0,224000,0,2,0,0,0,0,0,0,0,0,0,0,0,0.0,1,DDoS,NF-BoT-IoT-v2
192.168.100.147,7481,192.168.100.3,80,17,188.0,84,3,0,0,0,0,0,4293483,1484,0,64,64,28,28,0,28,282828.0,0.0,0,0,0,0,224000,0,3,0,0,0,0,0,0,0,0,0,0,0,0.0,1,DDoS,NF-BoT-IoT-v2
52.14.136.135,59688,172.31.69.28,80,6,7.178,537,5,1147,5,219,219,27,4294927,39,39,127,127,975,40,40,975,537.0,1147.0,0,0,0,0,104000,224000,8,0,1,1,0,65535,26883,0,0,0,0,0,0.0,1,DDoS,NF-CSE-CIC-IDS2018-v2
192.168.100.148,20885,192.168.100.3,80,17,188.0,56,2,0,0,0,0,0,4293842,1125,0,64,64,28,28,0,28,2828.0,0.0,0,0,0,0,224000,0,2,0,0,0,0,0,0,0,0,0,0,0,0.0,1,DDoS,NF-BoT-IoT-v2
192.168.100.147,14759,192.168.100.3,80,17,188.0,84,3,0,0,0,0,0,4293560,1407,0,64,64,28,28,0,28,2856.0,0.0,0,0,0,0,224000,0,3,0,0,0,0,0,0,0,0,0,0,0,0.0,1,DDoS,NF-BoT-IoT-v2
192.168.100.149,30294,192.168.100.3,80,17,188.0,56,2,0,0,0,0,0,4293935,1032,0,64,64,28,28,0,28,2828.0,0.0,0,0,0,0,224000,0,2,0,0,0,0,0,0,0,0,0,0,0,0.0,1,DDoS,NF-BoT-IoT-v2
192.168.100.147,13918,192.168.100.3,80,17,188.0,84,3,0,0,0,0,0,4293482,1485,0,64,64,28,28,0,28,2856.0,0.0,0,0,0,0,224000,0,3,0,0,0,0,0,0,0,0,0,0,0,0.0,1,DDoS,NF-BoT-IoT-v2
192.168.100.149,19124,192.168.100.3,80,17,188.0,56,2,0,0,0,0,0,4293733,1234,0,64,64,28,28,0,28,2828.0,0.0,0,0,0,0,224000,0,2,0,0,0,0,0,0,0,0,0,0,0,0.0,1,DDoS,NF-BoT-IoT-v2
192.168.100.147,58103,192.168.100.6,80,17,188.0,56,2,0,0,0,0,0,4294295,672,0,64,64,28,28,0,28,56.0,0.0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0.0,1,DDoS,NF-BoT-IoT-v2
192.168.100.150,36197,192.168.100.3,80,17,188.0,56,2,0,0,0,0,0,4294194,773,0,64,64,28,28,0,28,2828.0,0.0,0,0,0,0,224000,0,2,0,0,0,0,0,0,0,0,0,0,0,0.0,1,DDoS,NF-BoT-IoT-v2
192.168.1.31,46692,192.168.1.152,80,6,7.0,112,2,60,1,18,18,18,0,0,0,64,64,60,52,52,60,112.0,60.0,0,0,0,0,896000,480000,3,0,0,0,0,29200,28960,0,0,0,0,0,0.0,1,DDoS,NF-ToN-IoT-v2
18.216.200.189,54563,172.31.69.28,80,6,7.0,460,5,1147,5,219,219,27,4294963,3,3,127,127,975,40,40,975,460.0,1147.0,0,0,0,0,920000,2288000,8,0,1,1,0,65535,26883,0,0,0,0,0,0.0,1,DDoS,NF-CSE-CIC-IDS2018-v2
192.168.100.147,39315,192.168.100.5,80,17,188.0,56,2,0,0,0,0,0,4294311,656,0,64,64,28,28,0,28,2828.0,0.0,0,0,0,0,224000,0,2,0,0,0,0,0,0,0,0,0,0,0,0.0,1,DDoS,NF-BoT-IoT-v2
192.168.100.149,63756,192.168.100.7,80,17,188.0,56,2,0,0,0,0,0,4293748,1219,0,64,64,28,28,0,28,2828.0,0.0,0,0,0,0,224000,0,2,0,0,0,0,0,0,0,0,0,0,0,0.0,1,DDoS,NF-BoT-IoT-v2
192.168.100.147,41425,192.168.100.3,80,17,188.0,84,3,0,0,0,0,0,4293545,1422,0,64,64,28,28,0,28,5628.0,0.0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0.0,1,DDoS,NF-BoT-IoT-v2
192.168.100.149,42765,192.168.100.3,80,17,188.0,56,2,0,0,0,0,0,4294295,672,0,64,64,28,28,0,28,2828.0,0.0,0,0,0,0,224000,0,2,0,0,0,0,0,0,0,0,0,0,0,0.0,1,DDoS,NF-BoT-IoT-v2
192.168.100.147,7870,192.168.100.3,80,17,188.0,112,4,0,0,0,0,0,4293732,1235,0,64,64,28,28,0,28,2884.0,0.0,0,0,0,0,224000,0,4,0,0,0,0,0,0,0,0,0,0,0,0.0,1,DDoS,NF-BoT-IoT-v2
192.168.100.149,15410,192.168.100.3,80,17,188.0,56,2,0,0,0,0,0,4294608,359,0,64,64,28,28,0,28,2828.0,0.0,0,0,0,0,224000,0,2,0,0,0,0,0,0,0,0,0,0,0,0.0,1,DDoS,NF-BoT-IoT-v2
192.168.100.148,6034,192.168.100.5,80,17,188.0,56,2,0,0,0,0,0,4294623,344,0,64,64,28,28,0,28,2828.0,0.0,0,0,0,0,224000,0,2,0,0,0,0,0,0,0,0,0,0,0,0.0,1,DDoS,NF-BoT-IoT-v2
192.168.100.149,16546,192.168.100.5,80,17,188.0,56,2,0,0,0,0,0,4293811,1156,0,64,64,28,28,0,28,2828.0,0.0,0,0,0,0,224000,0,2,0,0,0,0,0,0,0,0,0,0,0,0.0,1,DDoS,NF-BoT-IoT-v2
